Agent,Player team,Opposite team,Winning team,Winning team score,Losing team,Losing team score,Map,Player,ACS,Kills,Deaths,Assists,KAST,ADR
Sentinels,100 Thieves,Sentinels,2,100 Thieves,1,3 Bind,TenZ,259,19,/ 13 /,5,75%,162
Sentinels,FURIA,Sentinels,2,FURIA,1,1 Split,TenZ,284,21,/ 13 /,4,70%,178
Sentinels,FURIA,Sentinels,2,FURIA,1,2 Haven,TenZ,252,15,/ 14 /,6,89%,166
Sentinels,FURIA,Sentinels,2,FURIA,1,3 Bind,TenZ,212,25,/ 26 /,8,64%,144
Sentinels,KRÜ Esports,Sentinels,2,KRÜ Esports,0,1 Lotus,TenZ,208,16,/ 18 /,9,65%,140
Sentinels,KRÜ Esports,Sentinels,2,KRÜ Esports,0,2 Bind,TenZ,225,18,/ 17 /,8,74%,152
Sentinels,Leviatán,Leviatán,2,Sentinels,1,1 Split,TenZ,199,18,/ 18 /,5,65%,136
Sentinels,Leviatán,Leviatán,2,Sentinels,1,2 Ascent,TenZ,130,9,/ 18 /,7,63%,98
Sentinels,Leviatán,Leviatán,2,Sentinels,1,3 Pearl,TenZ,118,8,/ 13 /,2,47%,76
Sentinels,NRG Esports,NRG Esports,2,Sentinels,0,1 Lotus,TenZ,111,8,/ 16 /,5,57%,76
Sentinels,NRG Esports,NRG Esports,2,Sentinels,0,2 Icebox,TenZ,113,5,/ 14 /,2,47%,96
Sentinels,100 Thieves,Sentinels,2,100 Thieves,1,1 Fracture,TenZ,277,25,/ 15 /,3,75%,170
Sentinels,100 Thieves,Sentinels,2,100 Thieves,1,2 Split,TenZ,242,20,/ 21 /,5,65%,162
Sentinels,100 Thieves,Sentinels,2,100 Thieves,1,3 Ascent,TenZ,239,23,/ 14 /,3,81%,140
Sentinels,FNATIC,FNATIC,2,Sentinels,0,1 Haven,TenZ,193,14,/ 13 /,3,63%,125
Sentinels,FNATIC,FNATIC,2,Sentinels,0,2 Split,TenZ,174,12,/ 14 /,5,60%,120
Sentinels,TSM,TSM,2,Sentinels,0,1 Fracture,TenZ,224,17,/ 16 /,9,68%,141
Sentinels,TSM,TSM,2,Sentinels,0,2 Icebox,TenZ,220,13,/ 17 /,13,68%,152
Sentinels,TSM,Sentinels,2,TSM,0,1 Fracture,TenZ,251,16,/ 15 /,25,90%,153
Sentinels,TSM,Sentinels,2,TSM,0,2 Pearl,TenZ,386,32,/ 8 /,5,95%,236
Sentinels,100 Thieves,100 Thieves,2,Sentinels,1,1 Fracture,TenZ,267,29,/ 23 /,3,75%,172
Sentinels,100 Thieves,100 Thieves,2,Sentinels,1,2 Breeze,TenZ,245,18,/ 13 /,3,65%,166
Sentinels,100 Thieves,100 Thieves,2,Sentinels,1,3 Haven,TenZ,310,26,/ 17 /,3,63%,188
Sentinels,Shopify Rebellion,Sentinels,2,Shopify Rebellion,0,1 Breeze,TenZ,191,16,/ 12 /,5,76%,125
Sentinels,Shopify Rebellion,Sentinels,2,Shopify Rebellion,0,2 Fracture,TenZ,210,25,/ 19 /,1,69%,134
Sentinels,The Guard,The Guard,2,Sentinels,1,1 Breeze,TenZ,181,19,/ 22 /,2,64%,121
Sentinels,The Guard,The Guard,2,Sentinels,1,2 Ascent,TenZ,222,19,/ 17 /,2,74%,148
Sentinels,The Guard,The Guard,2,Sentinels,1,3 Icebox,TenZ,211,22,/ 22 /,3,71%,131
Sentinels,Cloud9,Cloud9,2,Sentinels,0,1 Haven,TenZ,58,2,/ 15 /,3,47%,42
Sentinels,Cloud9,Cloud9,2,Sentinels,0,2 Ascent,TenZ,146,9,/ 19 /,5,60%,96
Sentinels,FaZe Clan,FaZe Clan,2,Sentinels,0,1 Fracture,TenZ,197,16,/ 19 /,2,50%,121
Sentinels,FaZe Clan,FaZe Clan,2,Sentinels,0,2 Haven,TenZ,248,26,/ 21 /,5,67%,152
Sentinels,Evil Geniuses,Evil Geniuses,2,Sentinels,0,1 Ascent,TenZ,159,13,/ 21 /,4,67%,103
Sentinels,Evil Geniuses,Evil Geniuses,2,Sentinels,0,2 Icebox,TenZ,227,17,/ 20 /,2,78%,151
Sentinels,Luminosity,Luminosity,2,Sentinels,1,1 Bind,TenZ,312,26,/ 17 /,3,67%,184
Sentinels,Luminosity,Luminosity,2,Sentinels,1,2 Breeze,TenZ,384,40,/ 21 /,6,63%,223
Sentinels,Luminosity,Luminosity,2,Sentinels,1,3 Fracture,TenZ,152,9,/ 15 /,3,53%,107
Sentinels,Akrew,Sentinels,2,Akrew,0,1 Haven,TenZ,291,15,/ 7 /,3,86%,180
Sentinels,Akrew,Sentinels,2,Akrew,0,2 Icebox,TenZ,349,27,/ 15 /,3,86%,228
Sentinels,SoaR,Sentinels,2,SoaR,0,1 Haven,TenZ,207,16,/ 11 /,2,74%,137
Sentinels,SoaR,Sentinels,2,SoaR,0,2 Bind,TenZ,277,21,/ 13 /,2,67%,172
Sentinels,DarkZero Esports,Sentinels,2,DarkZero Esports,0,1 Haven,TenZ,319,16,/ 9 /,5,87%,201
Sentinels,DarkZero Esports,Sentinels,2,DarkZero Esports,0,2 Breeze,TenZ,273,24,/ 14 /,3,78%,176
Sentinels,Cosmic Divide,Sentinels,2,Cosmic Divide,0,1 Icebox,TenZ,287,18,/ 15 /,6,74%,202
Sentinels,Cosmic Divide,Sentinels,2,Cosmic Divide,0,2 Bind,TenZ,212,19,/ 15 /,2,83%,144
Sentinels,PUGSTARS,Sentinels,2,PUGSTARS,0,1 Icebox,TenZ,310,21,/ 15 /,7,90%,198
Sentinels,PUGSTARS,Sentinels,2,PUGSTARS,0,2 Bind,TenZ,337,20,/ 10 /,3,94%,220
Sentinels,Akrew,Akrew,2,Sentinels,0,1 Icebox,TenZ,254,19,/ 21 /,4,65%,164
Sentinels,Akrew,Akrew,2,Sentinels,0,2 Bind,TenZ,235,23,/ 18 /,6,68%,157
Sentinels,Clanless,Sentinels,2,Clanless,0,1 Ascent,TenZ,281,22,/ 15 /,5,73%,180
Sentinels,Clanless,Sentinels,2,Clanless,0,2 Bind,TenZ,269,20,/ 11 /,4,85%,180
Sentinels,Luminosity,Luminosity,2,Sentinels,1,1 Bind,TenZ,210,17,/ 15 /,4,65%,129
Sentinels,Luminosity,Luminosity,2,Sentinels,1,2 Fracture,TenZ,324,27,/ 17 /,6,78%,193
Sentinels,Luminosity,Luminosity,2,Sentinels,1,3 Split,TenZ,319,19,/ 16 /,4,68%,194
Sentinels,NYFU,Sentinels,2,NYFU,1,1 Split,TenZ,189,14,/ 16 /,7,61%,133
Sentinels,NYFU,Sentinels,2,NYFU,1,2 Haven,TenZ,386,24,/ 9 /,3,82%,265
Sentinels,NYFU,Sentinels,2,NYFU,1,3 Bind,TenZ,237,18,/ 17 /,8,78%,164
Sentinels,FaZe Clan,FaZe Clan,2,Sentinels,1,1 Ascent,TenZ,268,18,/ 16 /,5,75%,171
Sentinels,FaZe Clan,FaZe Clan,2,Sentinels,1,2 Bind,TenZ,299,21,/ 12 /,4,95%,187
Sentinels,FaZe Clan,FaZe Clan,2,Sentinels,1,3 Haven,TenZ,304,24,/ 19 /,12,79%,194
Sentinels,Akrew,Sentinels,2,Akrew,1,1 Split,TenZ,166,8,/ 15 /,4,72%,114
Sentinels,Akrew,Sentinels,2,Akrew,1,2 Bind,TenZ,291,20,/ 13 /,5,80%,176
Sentinels,Akrew,Sentinels,2,Akrew,1,3 Ascent,TenZ,254,23,/ 19 /,2,74%,144
Sentinels,PUGSTARS,Sentinels,2,PUGSTARS,0,1 Ascent,TenZ,246,14,/ 7 /,1,86%,156
Sentinels,PUGSTARS,Sentinels,2,PUGSTARS,0,2 Bind,TenZ,236,15,/ 11 /,7,72%,172
Sentinels,Version1,Version1,2,Sentinels,1,1 Haven,TenZ,413,31,/ 9 /,2,80%,259
Sentinels,Version1,Version1,2,Sentinels,1,2 Ascent,TenZ,196,14,/ 18 /,6,50%,126
Sentinels,Version1,Version1,2,Sentinels,1,3 Fracture,TenZ,284,19,/ 19 /,8,71%,187
Sentinels,The Guard,The Guard,2,Sentinels,0,1 Bind,TenZ,207,13,/ 13 /,4,63%,149
Sentinels,The Guard,The Guard,2,Sentinels,0,2 Icebox,TenZ,108,3,/ 13 /,3,57%,85
Sentinels,Version1,Version1,2,Sentinels,0,1 Ascent,TenZ,146,8,/ 16 /,5,47%,94
Sentinels,Version1,Version1,2,Sentinels,0,2 Haven,TenZ,122,10,/ 19 /,2,58%,78
Sentinels,Rise,Sentinels,2,Rise,1,1 Haven,TenZ,158,8,/ 18 /,7,59%,122
Sentinels,Rise,Sentinels,2,Rise,1,2 Fracture,TenZ,199,19,/ 19 /,4,71%,140
Sentinels,Rise,Sentinels,2,Rise,1,3 Bind,TenZ,242,18,/ 13 /,6,90%,179
Sentinels,OpTic Gaming,OpTic Gaming,2,Sentinels,1,1 Bind,TenZ,154,7,/ 14 /,2,53%,106
Sentinels,OpTic Gaming,OpTic Gaming,2,Sentinels,1,2 Fracture,TenZ,277,21,/ 17 /,7,70%,175
Sentinels,OpTic Gaming,OpTic Gaming,2,Sentinels,1,3 Icebox,TenZ,182,13,/ 17 /,8,73%,121
Sentinels,Knights,Sentinels,2,Knights,1,1 Ascent,TenZ,210,20,/ 21 /,7,71%,145
Sentinels,Knights,Sentinels,2,Knights,1,2 Bind,TenZ,312,23,/ 11 /,3,100%,204
Sentinels,Knights,Sentinels,2,Knights,1,3 Haven,TenZ,295,22,/ 12 /,3,71%,176
Sentinels,NRG Esports,Sentinels,2,NRG Esports,1,1 Fracture,TenZ,205,18,/ 14 /,5,78%,128
Sentinels,NRG Esports,Sentinels,2,NRG Esports,1,2 Haven,TenZ,283,25,/ 18 /,2,71%,175
Sentinels,NRG Esports,Sentinels,2,NRG Esports,1,3 Bind,TenZ,306,23,/ 15 /,3,68%,185
Sentinels,KRÜ Esports,KRÜ Esports,2,Sentinels,1,1 Fracture,TenZ,202,13,/ 12 /,6,75%,136
Sentinels,KRÜ Esports,KRÜ Esports,2,Sentinels,1,2 Haven,TenZ,234,18,/ 15 /,6,75%,163
Sentinels,KRÜ Esports,KRÜ Esports,2,Sentinels,1,3 Split,TenZ,119,9,/ 20 /,7,54%,92
Sentinels,Team Liquid,Team Liquid,2,Sentinels,1,1 Breeze,TenZ,163,14,/ 21 /,4,50%,110
Sentinels,Team Liquid,Team Liquid,2,Sentinels,1,2 Bind,TenZ,369,21,/ 6 /,2,80%,211
Sentinels,Team Liquid,Team Liquid,2,Sentinels,1,3 Split,TenZ,141,12,/ 20 /,2,65%,102
Sentinels,FURIA,Sentinels,2,FURIA,1,1 Ascent,TenZ,262,21,/ 16 /,5,77%,179
Sentinels,FURIA,Sentinels,2,FURIA,1,2 Breeze,TenZ,270,22,/ 17 /,3,74%,171
Sentinels,FURIA,Sentinels,2,FURIA,1,3 Haven,TenZ,267,22,/ 16 /,3,68%,166
Sentinels,Envy,Envy,2,Sentinels,0,1 Haven,TenZ,287,30,/ 17 /,5,68%,166
Sentinels,Envy,Envy,2,Sentinels,0,2 Split,TenZ,157,8,/ 18 /,4,45%,121
Sentinels,F4Q,Sentinels,2,F4Q,1,1 Breeze,TenZ,391,24,/ 7 /,4,88%,252
Sentinels,F4Q,Sentinels,2,F4Q,1,2 Split,TenZ,174,14,/ 19 /,2,59%,107
Sentinels,F4Q,Sentinels,2,F4Q,1,3 Haven,TenZ,303,18,/ 14 /,5,88%,181
Sentinels,G2 Esports,G2 Esports,2,Sentinels,0,1 Icebox,TenZ,201,10,/ 14 /,3,50%,140
Sentinels,G2 Esports,G2 Esports,2,Sentinels,0,2 Split,TenZ,208,17,/ 22 /,5,63%,132
Sentinels,F4Q,Sentinels,2,F4Q,0,1 Split,TenZ,290,22,/ 16 /,8,86%,196
Sentinels,F4Q,Sentinels,2,F4Q,0,2 Breeze,TenZ,478,32,/ 7 /,1,88%,283
Sentinels,G2 Esports,Sentinels,2,G2 Esports,1,1 Split,TenZ,169,11,/ 10 /,4,79%,107
Sentinels,G2 Esports,Sentinels,2,G2 Esports,1,2 Icebox,TenZ,327,24,/ 14 /,4,90%,212
Sentinels,G2 Esports,Sentinels,2,G2 Esports,1,3 Haven,TenZ,249,19,/ 8 /,2,86%,142
Sentinels,100 Thieves,Sentinels,3,100 Thieves,1,1 Bind,TenZ,289,26,/ 14 /,6,75%,163
Sentinels,100 Thieves,Sentinels,3,100 Thieves,1,2 Breeze,TenZ,265,22,/ 17 /,2,67%,156
Sentinels,100 Thieves,Sentinels,3,100 Thieves,1,3 Haven,TenZ,164,11,/ 11 /,3,68%,109
Sentinels,100 Thieves,Sentinels,3,100 Thieves,1,4 Split,TenZ,250,14,/ 13 /,9,83%,163
Sentinels,100 Thieves,Sentinels,2,100 Thieves,0,1 Split,TenZ,246,14,/ 2 /,5,93%,150
Sentinels,100 Thieves,Sentinels,2,100 Thieves,0,2 Haven,TenZ,233,20,/ 14 /,5,81%,132
Sentinels,Envy,Sentinels,2,Envy,0,1 Icebox,TenZ,333,29,/ 17 /,5,67%,190
Sentinels,Envy,Sentinels,2,Envy,0,2 Haven,TenZ,208,16,/ 21 /,8,63%,121
Sentinels,Rise,Sentinels,2,Rise,1,1 Breeze,TenZ,188,12,/ 8 /,2,75%,114
Sentinels,Rise,Sentinels,2,Rise,1,2 Ascent,TenZ,132,10,/ 16 /,3,55%,73
Sentinels,Rise,Sentinels,2,Rise,1,3 Bind,TenZ,339,21,/ 9 /,8,88%,211
Sentinels,XSET,Sentinels,3,XSET,1,1 Haven,TenZ,186,13,/ 19 /,7,59%,111
Sentinels,XSET,Sentinels,3,XSET,1,2 Breeze,TenZ,244,17,/ 11 /,7,90%,151
Sentinels,XSET,Sentinels,3,XSET,1,3 Icebox,TenZ,267,23,/ 19 /,2,54%,172
Sentinels,XSET,Sentinels,3,XSET,1,4 Ascent,TenZ,370,30,/ 17 /,5,65%,186
Sentinels,100 Thieves,Sentinels,2,100 Thieves,0,1 Haven,TenZ,312,30,/ 18 /,9,86%,191
Sentinels,100 Thieves,Sentinels,2,100 Thieves,0,2 Breeze,TenZ,285,20,/ 14 /,8,81%,165
Sentinels,Envy,Sentinels,2,Envy,0,1 Breeze,TenZ,160,13,/ 16 /,1,48%,90
Sentinels,Envy,Sentinels,2,Envy,0,2 Bind,TenZ,347,25,/ 12 /,6,95%,205
Sentinels,Pioneers,Sentinels,2,Pioneers,0,1 Haven,TenZ,325,26,/ 15 /,1,77%,207
Sentinels,Pioneers,Sentinels,2,Pioneers,0,2 Bind,TenZ,331,21,/ 10 /,7,89%,211
Sentinels,XSET,XSET,2,Sentinels,1,1 Haven,TenZ,233,19,/ 16 /,0,59%,140
Sentinels,XSET,XSET,2,Sentinels,1,2 Icebox,TenZ,377,31,/ 15 /,6,88%,217
Sentinels,XSET,XSET,2,Sentinels,1,3 Split,TenZ,239,17,/ 16 /,3,62%,137
Sentinels,Gen.G,Sentinels,2,Gen.G,1,1 Bind,TenZ,213,20,/ 19 /,2,63%,137
Sentinels,Gen.G,Sentinels,2,Gen.G,1,2 Icebox,TenZ,310,24,/ 13 /,3,75%,188
Sentinels,Gen.G,Sentinels,2,Gen.G,1,3 Haven,TenZ,216,16,/ 17 /,3,64%,116
Sentinels,Soniqs,Sentinels,2,Soniqs,1,1 Icebox,TenZ,198,12,/ 16 /,5,65%,136
Sentinels,Soniqs,Sentinels,2,Soniqs,1,2 Bind,TenZ,191,12,/ 14 /,5,72%,123
Sentinels,Soniqs,Sentinels,2,Soniqs,1,3 Haven,TenZ,356,21,/ 12 /,4,83%,199
Sentinels,Evil Geniuses,Sentinels,2,Evil Geniuses,0,1 Icebox,TenZ,303,24,/ 16 /,8,87%,169
Sentinels,Evil Geniuses,Sentinels,2,Evil Geniuses,0,2 Haven,TenZ,345,24,/ 14 /,4,79%,207
Sentinels,FNATIC,Sentinels,3,FNATIC,0,1 Split,TenZ,268,24,/ 22 /,8,77%,163
Sentinels,FNATIC,Sentinels,3,FNATIC,0,2 Bind,TenZ,323,33,/ 19 /,13,93%,197
Sentinels,FNATIC,Sentinels,3,FNATIC,0,3 Haven,TenZ,277,22,/ 20 /,4,75%,176
Sentinels,NUTURN,Sentinels,2,NUTURN,0,1 Bind,TenZ,273,19,/ 12 /,7,89%,148
Sentinels,NUTURN,Sentinels,2,NUTURN,0,2 Haven,TenZ,296,19,/ 10 /,2,88%,171
Sentinels,Team Vikings,Sentinels,2,Team Vikings,0,1 Icebox,TenZ,266,19,/ 13 /,4,70%,141
Sentinels,Team Vikings,Sentinels,2,Team Vikings,0,2 Haven,TenZ,309,21,/ 9 /,2,84%,184
Sentinels,FNATIC,Sentinels,2,FNATIC,0,1 Icebox,TenZ,277,25,/ 18 /,7,75%,144
Sentinels,FNATIC,Sentinels,2,FNATIC,0,2 Haven,TenZ,316,24,/ 16 /,8,78%,197
Sentinels,Version1,Sentinels,3,Version1,0,1 Bind,TenZ,253,18,/ 12 /,4,81%,142
Sentinels,Version1,Sentinels,3,Version1,0,2 Haven,TenZ,260,21,/ 13 /,4,64%,159
Sentinels,Version1,Sentinels,3,Version1,0,3 Icebox,TenZ,285,22,/ 19 /,5,59%,169
Sentinels,Cloud9,Sentinels,2,Cloud9,1,1 Haven,TenZ,244,19,/ 16 /,7,71%,133
Sentinels,Cloud9,Sentinels,2,Cloud9,1,2 Split,TenZ,141,6,/ 15 /,2,36%,96
Sentinels,Cloud9,Sentinels,2,Cloud9,1,3 Icebox,TenZ,244,17,/ 11 /,3,68%,161
Sentinels,100 Thieves,Sentinels,2,100 Thieves,1,1 Haven,TenZ,224,20,/ 17 /,4,71%,112
Sentinels,100 Thieves,Sentinels,2,100 Thieves,1,2 Icebox,TenZ,143,7,/ 15 /,4,50%,87
Sentinels,100 Thieves,Sentinels,2,100 Thieves,1,3 Bind,TenZ,352,20,/ 10 /,8,82%,174
Sentinels,Version1,Sentinels,2,Version1,1,1 Ascent,TenZ,151,8,/ 16 /,3,47%,95
Sentinels,Version1,Sentinels,2,Version1,1,2 Haven,TenZ,257,16,/ 12 /,5,74%,169
Sentinels,Version1,Sentinels,2,Version1,1,3 Split,TenZ,218,11,/ 17 /,5,63%,143
Sentinels,Cloud9,Sentinels,3,Cloud9,0,1 Bind,TenZ,346,22,/ 11 /,6,82%,230
Sentinels,Cloud9,Sentinels,3,Cloud9,0,2 Haven,TenZ,267,18,/ 11 /,8,84%,175
Sentinels,Cloud9,Sentinels,3,Cloud9,0,3 Split,TenZ,232,20,/ 20 /,8,77%,152
Sentinels,NRG Esports,Sentinels,2,NRG Esports,0,1 Split,TenZ,251,18,/ 11 /,5,85%,163
Sentinels,NRG Esports,Sentinels,2,NRG Esports,0,2 Ascent,TenZ,224,24,/ 24 /,9,75%,137
Sentinels,Andbox,Sentinels,2,Andbox,1,1 Haven,TenZ,211,16,/ 18 /,3,65%,138
Sentinels,Andbox,Sentinels,2,Andbox,1,2 Ascent,TenZ,152,8,/ 15 /,4,41%,92
Sentinels,Andbox,Sentinels,2,Andbox,1,3 Split,TenZ,423,30,/ 10 /,6,79%,228
Sentinels,Immortals,Sentinels,2,Immortals,0,1 Haven,TenZ,322,30,/ 16 /,5,77%,175
Sentinels,Immortals,Sentinels,2,Immortals,0,2 Ascent,TenZ,238,15,/ 13 /,6,79%,142
Sentinels,T1,Sentinels,2,T1,1,1 Haven,TenZ,,17,/ 19 /,2,,
Sentinels,T1,Sentinels,2,T1,1,2 Split,TenZ,272,19,/ 17 /,7,87%,166
Sentinels,T1,Sentinels,2,T1,1,3 Icebox,TenZ,198,13,/ 18 /,9,74%,134
Sentinels,Andbox,Andbox,2,Sentinels,0,1 Haven,TenZ,342,32,/ 20 /,8,68%,199
Sentinels,Andbox,Andbox,2,Sentinels,0,2 Split,TenZ,182,13,/ 21 /,5,58%,130
Sentinels,Noble,Sentinels,2,Noble,0,1 Haven,TenZ,268,19,/ 15 /,3,79%,172
Sentinels,Noble,Sentinels,2,Noble,0,2 Ascent,TenZ,257,19,/ 14 /,5,80%,162
Sentinels,Rise,Sentinels,2,Rise,0,1 Ascent,TenZ,209,14,/ 8 /,2,69%,112
Sentinels,Rise,Sentinels,2,Rise,0,2 Haven,TenZ,198,14,/ 14 /,6,73%,135
Sentinels,Grapefruit Techniques,Sentinels,2,Grapefruit Techniques,0,1 Ascent,TenZ,288,17,/ 9 /,3,80%,157
Sentinels,Grapefruit Techniques,Sentinels,2,Grapefruit Techniques,0,2 Icebox,TenZ,299,20,/ 14 /,6,75%,160
Sentinels,Neebs and Weebs,Sentinels,2,Neebs and Weebs,0,1 Haven,TenZ,247,14,/ 7 /,2,87%,173
Sentinels,Neebs and Weebs,Sentinels,2,Neebs and Weebs,0,2 Split,TenZ,364,26,/ 9 /,6,84%,212
Sentinels,Valkyrie,Sentinels,2,Valkyrie,0,1 Haven,TenZ,368,20,/ 5 /,6,93%,205
Sentinels,Valkyrie,Sentinels,2,Valkyrie,0,2 Icebox,TenZ,328,19,/ 12 /,6,78%,195
Sentinels,Built By Gamers,Built By Gamers,2,Sentinels,0,1 Ascent,TenZ,172,10,/ 15 /,0,44%,107
Sentinels,Built By Gamers,Built By Gamers,2,Sentinels,0,2 Haven,TenZ,189,11,/ 16 /,3,72%,100
Sentinels,Soniqs,Sentinels,2,Soniqs,0,1 Icebox,TenZ,213,13,/ 22 /,10,70%,142
Sentinels,Soniqs,Sentinels,2,Soniqs,0,2 Split,TenZ,352,18,/ 6 /,3,92%,218
Sentinels,Interstate 95,Sentinels,2,Interstate 95,0,1 Split,TenZ,301,14,/ 6 /,5,86%,192
Sentinels,Interstate 95,Sentinels,2,Interstate 95,0,2 Icebox,TenZ,232,11,/ 10 /,10,75%,164
Sentinels,The Noah Aiello,Sentinels,2,The Noah Aiello,0,1 Ascent,TenZ,378,22,/ 5 /,4,93%,209
Sentinels,The Noah Aiello,Sentinels,2,The Noah Aiello,0,2 Haven,TenZ,283,15,/ 8 /,5,87%,179
Sentinels,FaZe Clan,Sentinels,3,FaZe Clan,0,1 Ascent,TenZ,240,18,/ 18 /,4,,151
Sentinels,FaZe Clan,Sentinels,3,FaZe Clan,0,2 Bind,TenZ,260,18,/ 11 /,9,,166
Sentinels,FaZe Clan,Sentinels,3,FaZe Clan,0,3 Haven,TenZ,235,17,/ 7 /,1,,124
Sentinels,FaZe Clan,Sentinels,2,FaZe Clan,0,1 Icebox,TenZ,337,21,/ 10 /,4,,183
Sentinels,FaZe Clan,Sentinels,2,FaZe Clan,0,2 Haven,TenZ,235,18,/ 13 /,4,,142
